527 2786.5 11480.402 1.882 0.56 -38.8 1 219
387.3 454 7569.548 1.678 0.55 -40.8 1 193
2460.5 1071.5 5751.598 1.858 0.82 -1.7 1 203
1471.4 1174.9 4328.318 1.331 0.83 39.7 1 149
4049.5 1094.9 3874.052 1.459 0.65 -52 1 163
2089.3 724.9 4441.006 1.872 0.51 -49.4 1 207
2043.1 360.7 2964.854 1.233 0.94 17.1 1 135
1437.2 4063.5 2535.229 1.812 0.86 17.6 1 187
3041.3 2890.2 2585.34 1.439 0.99 -18.4 1 153
374 883 2026.783 1.123 0.86 -18.6 1 123
2400.2 2588.1 1370.203 1.079 0.68 -58.7 1 117
854.5 2942.4 1790.442 1.628 0.72 66 1 169
200.8 395.8 1363.408 1.467 0.83 88.1 1 151
3502.9 419.1 1560.647 1.317 0.89 87.6 1 137
3395.6 774.1 1300.803 1.413 0.85 70.6 1 145
1148.4 4046.5 1548.963 1.691 0.81 69.9 1 171
2200 12.5 1405.955 1.709 0.62 -61.7 1 175
1783.4 3041.8 820.178 1.256 0.86 -5 1 127
3927.8 3879.3 860.229 1.179 0.75 -8 1 121
342.2 2519.4 859.273 1.586 0.58 77.1 1 159
2266.4 3089.2 904.757 1.521 0.73 39.7 1 151
1705.5 442.3 1171.462 1.156 0.98 13.4 1 121
171.4 1729.8 856.856 1.034 0.89 75.6 1 107
3986.2 1200.2 1245.819 1.341 0.86 62.4 1 137
3902.2 1488.7 824.469 1.003 0.73 -18.3 1 107
4046.6 2149.2 1236.506 1.68 0.77 -40.1 1 169
1846 3129.4 911.961 1.495 0.62 3.5 1 151
1435 1934.1 644.071 1.116 0.82 13.5 1 113
1839.7 576.6 686.599 0.974 0.95 -32.6 1 101
424.6 166 731.983 1.395 0.76 -38.4 1 139
658.8 3698.6 626.481 1.413 0.51 56.4 1 143
3439.2 920 556.066 1.06 0.8 34.4 1 107
599.6 947.2 693.131 1.16 0.7 -29.3 1 119
398.8 3285.1 644.119 1.17 0.79 -82.7 1 119
795.1 112.2 662.847 1.055 0.79 73.6 1 109
4173.4 1896.9 638.425 0.95 0.79 60.4 1 99
3195.6 3301 757.482 1.5 0.59 26.8 1 151
1227.5 3972.7 604.721 1.169 0.82 -1.7 1 117
399.2 1966.7 729.069 0.959 0.81 -58.9 1 101
169.3 1928.6 748.908 1.023 0.72 45.1 1 107
1733.5 3855.7 505.385 1.174 0.96 86.7 1 115
3780.4 3222.4 548.611 1.16 0.77 -47 1 117
3371.8 3369.6 532.219 1.281 0.65 76.9 1 127
3659.3 1811.4 317.466 1.125 0.59 20.5 1 111
2588.6 3559.1 491.506 1.311 0.61 -69.5 1 129
2598.1 1221.8 432.922 0.905 0.83 -28 1 93
1918 52.6 336.667 0.935 0.73 -58.6 1 95
995.4 10.3 403.683 1.396 0.83 70.8 1 131
3049.6 3948 321.181 1.257 0.87 -79.1 1 119
2248.3 9.1 436.337 1.339 0.55 -74.5 1 133
1041.3 923.7 481.573 1.216 0.9 80 1 119
3394.4 3670.3 343.117 1.198 0.91 -76.5 1 115
311.5 1593.8 358.88 0.975 0.68 24.2 1 99
1220.5 3087.2 469.024 1.188 0.72 74 1 117
2271.9 1438.6 400.884 1.037 0.93 -13.6 1 101
3900.8 464.5 361.202 1.341 0.66 -85.7 1 129
2976.9 380.8 480.338 1.359 0.86 -43.9 1 131
274.3 428.7 344.17 1.099 0.82 -70.7 1 107
3322.5 3834.9 452.388 1.191 0.66 -67 1 119
307 2302.9 340.581 0.876 0.7 -7.5 1 89
1967.3 324.3 466.253 1.095 0.91 -39.8 1 109
2266.5 1515.4 371.644 1.004 0.73 48.3 1 101
2362.1 2902.2 353.771 0.93 0.65 13.2 1 95
2387.2 3912.5 423.75 1.422 0.83 31.6 1 135
417.1 1171.2 326.341 0.867 0.85 -29.2 1 87
1889.9 627.4 437.616 0.994 1 20.4 1 99
126.6 859.1 427.43 1.153 0.94 -55.1 1 111
1549.2 2778.6 411.609 1.445 0.53 -64.5 1 141
1182.7 1656.7 377.962 1.013 0.93 -65.4 1 99
1136.6 699.3 224.725 0.989 0.66 -43.6 1 97
314.4 3489.9 264.064 0.853 1 67.4 1 83
1367.1 3602.4 237.948 1.131 0.82 47.9 1 107
3668.2 2469.5 231.296 0.849 1 -61.3 1 83
1801 2600.1 286.679 0.844 0.66 -8.1 1 85
3241.9 2138.4 284.989 1.274 0.59 -60 1 123
244.1 2625.5 252.547 1.369 0.77 -20.9 1 127
1191.2 129.6 273.692 0.983 0.86 -88.3 1 95
2386.3 2622 200.874 1.083 0.62 61 1 103
261.7 664.5 290.262 0.868 0.69 -61 1 87
1043.3 2419.5 215.693 1.316 0.53 -50.6 1 123
2819.1 3986.6 216.352 1.046 0.61 -66.6 1 101
1794.9 1958.1 265.44 1.001 0.95 19.6 1 95
2749.8 3280.5 207.408 1.207 0.63 -13.4 1 113
1748.9 1783.3 270.667 0.976 0.83 28.7 1 95
2166.9 3040.1 231.84 0.83 0.97 27.5 1 81
4031.9 2595.4 246.626 1.088 0.82 41.3 1 103
1855.4 1020.4 235.018 1.35 0.56 -77.1 1 127
920.2 2694.4 261.924 1.081 0.85 58.6 1 103
1005.4 1434.1 256.669 0.906 0.85 21.1 1 89
493.7 2632.4 305 1.127 0.68 -25.8 1 109
2345.4 1161 312.689 1.124 0.84 52.3 1 107
3388.9 3282 269.487 1.008 0.94 48.7 1 97
2419.2 362.8 207.932 0.984 0.65 35.9 1 95
272.5 2757.2 215.978 0.847 0.75 69.9 1 83
1882 1683.9 293.656 0.979 0.95 -16.4 1 95
838.1 1638.2 221.421 1.11 0.67 42.4 1 105
2991.7 2730.6 289.634 1.057 0.86 -44.9 1 101
2774.7 2422.1 275.113 0.897 0.93 36.2 1 87
2015.6 4050.3 201.533 0.872 0.86 -45.7 1 85
2922.3 1859.4 219.73 0.83 0.78 -32.7 1 83
3570.1 683.5 312.117 1.119 0.62 30.9 1 109
2844.4 2632 279.328 1.109 0.82 53.1 1 107
